"state","county","fips","candidate","party","votes","total_votes"
"NC","Davie",37059,"OTHER","Other",884,21756
"NC","Duplin",37061,"HILLARY CLINTON","Democrat",8283,20856
"NC","Duplin",37061,"DONALD TRUMP","Republican",12217,20856
"NC","Duplin",37061,"OTHER","Other",356,20856
"NC","Durham",37063,"HILLARY CLINTON","Democrat",121250,156134
"NC","Durham",37063,"DONALD TRUMP","Republican",28350,156134
"NC","Durham",37063,"OTHER","Other",6534,156134
"NC","Edgecombe",37065,"HILLARY CLINTON","Democrat",16224,24886
"NC","Edgecombe",37065,"DONALD TRUMP","Republican",8261,24886
"NC","Edgecombe",37065,"OTHER","Other",401,24886
"NC","Forsyth",37067,"HILLARY CLINTON","Democrat",94464,178312
"NC","Forsyth",37067,"DONALD TRUMP","Republican",75975,178312
"NC","Forsyth",37067,"OTHER","Other",7873,178312
"NC","Franklin",37069,"HILLARY CLINTON","Democrat",12874,30368
"NC","Franklin",37069,"DONALD TRUMP","Republican",16368,30368
"NC","Franklin",37069,"OTHER","Other",1126,30368
"NC","Gaston",37071,"HILLARY CLINTON","Democrat",31177,96431
"NC","Gaston",37071,"DONALD TRUMP","Republican",61798,96431
"NC","Gaston",37071,"OTHER","Other",3456,96431
"NC","Gates",37073,"HILLARY CLINTON","Democrat",2385,5392
"NC","Gates",37073,"DONALD TRUMP","Republican",2874,5392
"NC","Gates",37073,"OTHER","Other",133,5392
"NC","Graham",37075,"HILLARY CLINTON","Democrat",768,4168
"NC","Graham",37075,"DONALD TRUMP","Republican",3283,4168
"NC","Graham",37075,"OTHER","Other",117,4168
"NC","Granville",37077,"HILLARY CLINTON","Democrat",12909,27353
"NC","Granville",37077,"DONALD TRUMP","Republican",13591,27353
"NC","Granville",37077,"OTHER","Other",853,27353
"NC","Greene",37079,"HILLARY CLINTON","Democrat",3605,8095
"NC","Greene",37079,"DONALD TRUMP","Republican",4374,8095
"NC","Greene",37079,"OTHER","Other",116,8095
"NC","Guilford",37081,"HILLARY CLINTON","Democrat",149248,257405
"NC","Guilford",37081,"DONALD TRUMP","Republican",98062,257405
"NC","Guilford",37081,"OTHER","Other",10095,257405
"NC","Halifax",37083,"HILLARY CLINTON","Democrat",15748,25167
"NC","Halifax",37083,"DONALD TRUMP","Republican",9031,25167
"NC","Halifax",37083,"OTHER","Other",388,25167
"NC","Harnett",37085,"HILLARY CLINTON","Democrat",16737,46065
"NC","Harnett",37085,"DONALD TRUMP","Republican",27614,46065
"NC","Harnett",37085,"OTHER","Other",1714,46065
"NC","Haywood",37087,"HILLARY CLINTON","Democrat",10473,30727
"NC","Haywood",37087,"DONALD TRUMP","Republican",18929,30727
"NC","Haywood",37087,"OTHER","Other",1325,30727
"NC","Henderson",37089,"HILLARY CLINTON","Democrat",19827,58176
"NC","Henderson",37089,"DONALD TRUMP","Republican",35809,58176
"NC","Henderson",37089,"OTHER","Other",2540,58176
"NC","Hertford",37091,"HILLARY CLINTON","Democrat",6910,10186
"NC","Hertford",37091,"DONALD TRUMP","Republican",3099,10186
"NC","Hertford",37091,"OTHER","Other",177,10186
"NC","Hoke",37093,"HILLARY CLINTON","Democrat",9726,18230
"NC","Hoke",37093,"DONALD TRUMP","Republican",7760,18230
"NC","Hoke",37093,"OTHER","Other",744,18230
"NC","Hyde",37095,"HILLARY CLINTON","Democrat",965,2304
"NC","Hyde",37095,"DONALD TRUMP","Republican",1288,2304
"NC","Hyde",37095,"OTHER","Other",51,2304
"NC","Iredell",37097,"HILLARY CLINTON","Democrat",24734,82567
"NC","Iredell",37097,"DONALD TRUMP","Republican",54754,82567
"NC","Iredell",37097,"OTHER","Other",3079,82567
"NC","Jackson",37099,"HILLARY CLINTON","Democrat",7713,18713
"NC","Jackson",37099,"DONALD TRUMP","Republican",9870,18713
"NC","Jackson",37099,"OTHER","Other",1130,18713
"NC","Johnston",37101,"HILLARY CLINTON","Democrat",28362,85909
"NC","Johnston",37101,"DONALD TRUMP","Republican",54372,85909
"NC","Johnston",37101,"OTHER","Other",3175,85909
"NC","Jones",37103,"HILLARY CLINTON","Democrat",2065,5135
"NC","Jones",37103,"DONALD TRUMP","Republican",2974,5135
"NC","Jones",37103,"OTHER","Other",96,5135
"NC","Lee",37105,"HILLARY CLINTON","Democrat",10469,25084
"NC","Lee",37105,"DONALD TRUMP","Republican",13712,25084
"NC","Lee",37105,"OTHER","Other",903,25084
"NC","Lenoir",37107,"HILLARY CLINTON","Democrat",12634,26807
"NC","Lenoir",37107,"DONALD TRUMP","Republican",13613,26807
"NC","Lenoir",37107,"OTHER","Other",560,26807
"NC","Lincoln",37109,"HILLARY CLINTON","Democrat",9897,40023
"NC","Lincoln",37109,"DONALD TRUMP","Republican",28806,40023
"NC","Lincoln",37109,"OTHER","Other",1320,40023
"NC","Mcdowell",37111,"HILLARY CLINTON","Democrat",4667,19875
"NC","Mcdowell",37111,"DONALD TRUMP","Republican",14568,19875
"NC","Mcdowell",37111,"OTHER","Other",640,19875
"NC","Macon",37113,"HILLARY CLINTON","Democrat",4876,17734
"NC","Macon",37113,"DONALD TRUMP","Republican",12127,17734
"NC","Macon",37113,"OTHER","Other",731,17734
"NC","Madison",37115,"HILLARY CLINTON","Democrat",3926,11269
"NC","Madison",37115,"DONALD TRUMP","Republican",6783,11269
"NC","Madison",37115,"OTHER","Other",560,11269
"NC","Martin",37117,"HILLARY CLINTON","Democrat",5846,11964
"NC","Martin",37117,"DONALD TRUMP","Republican",5897,11964
"NC","Martin",37117,"OTHER","Other",221,11964
"NC","Mecklenburg",37119,"HILLARY CLINTON","Democrat",294562,472857
"NC","Mecklenburg",37119,"DONALD TRUMP","Republican",155518,472857
"NC","Mecklenburg",37119,"OTHER","Other",22777,472857
"NC","Mitchell",37121,"HILLARY CLINTON","Democrat",1596,8096
"NC","Mitchell",37121,"DONALD TRUMP","Republican",6282,8096
"NC","Mitchell",37121,"OTHER","Other",218,8096
"NC","Montgomery",37123,"HILLARY CLINTON","Democrat",4150,11540
"NC","Montgomery",37123,"DONALD TRUMP","Republican",7130,11540
"NC","Montgomery",37123,"OTHER","Other",260,11540
"NC","Moore",37125,"HILLARY CLINTON","Democrat",16329,48692
"NC","Moore",37125,"DONALD TRUMP","Republican",30490,48692
"NC","Moore",37125,"OTHER","Other",1873,48692
"NC","Nash",37127,"HILLARY CLINTON","Democrat",23235,47665
"NC","Nash",37127,"DONALD TRUMP","Republican",23319,47665
"NC","Nash",37127,"OTHER","Other",1111,47665
"NC","New Hanover",37129,"HILLARY CLINTON","Democrat",50979,111905
"NC","New Hanover",37129,"DONALD TRUMP","Republican",55344,111905
"NC","New Hanover",37129,"OTHER","Other",5582,111905
"NC","Northampton",37131,"HILLARY CLINTON","Democrat",6144,9848
"NC","Northampton",37131,"DONALD TRUMP","Republican",3582,9848
"NC","Northampton",37131,"OTHER","Other",122,9848
"NC","Onslow",37133,"HILLARY CLINTON","Democrat",17514,57135
"NC","Onslow",37133,"DONALD TRUMP","Republican",37122,57135
"NC","Onslow",37133,"OTHER","Other",2499,57135
"NC","Orange",37135,"HILLARY CLINTON","Democrat",59923,82340
"NC","Orange",37135,"DONALD TRUMP","Republican",18557,82340
"NC","Orange",37135,"OTHER","Other",3860,82340
"NC","Pamlico",37137,"HILLARY CLINTON","Democrat",2448,6870
"NC","Pamlico",37137,"DONALD TRUMP","Republican",4258,6870
"NC","Pamlico",37137,"OTHER","Other",164,6870
"NC","Pasquotank",37139,"HILLARY CLINTON","Democrat",8615,17391
"NC","Pasquotank",37139,"DONALD TRUMP","Republican",8180,17391
"NC","Pasquotank",37139,"OTHER","Other",596,17391
"NC","Pender",37141,"HILLARY CLINTON","Democrat",9354,27885
"NC","Pender",37141,"DONALD TRUMP","Republican",17639,27885
"NC","Pender",37141,"OTHER","Other",892,27885
"NC","Perquimans",37143,"HILLARY CLINTON","Democrat",2319,6708
"NC","Perquimans",37143,"DONALD TRUMP","Republican",4177,6708
"NC","Perquimans",37143,"OTHER","Other",212,6708
"NC","Person",37145,"HILLARY CLINTON","Democrat",7833,19615
"NC","Person",37145,"DONALD TRUMP","Republican",11185,19615
"NC","Person",37145,"OTHER","Other",597,19615
"NC","Pitt",37147,"HILLARY CLINTON","Democrat",41824,80527
"NC","Pitt",37147,"DONALD TRUMP","Republican",35691,80527
"NC","Pitt",37147,"OTHER","Other",3012,80527
"NC","Polk",37149,"HILLARY CLINTON","Democrat",3735,10934
"NC","Polk",37149,"DONALD TRUMP","Republican",6768,10934
"NC","Polk",37149,"OTHER","Other",431,10934
"NC","Randolph",37151,"HILLARY CLINTON","Democrat",13194,64575
"NC","Randolph",37151,"DONALD TRUMP","Republican",49430,64575
"NC","Randolph",37151,"OTHER","Other",1951,64575
"NC","Richmond",37153,"HILLARY CLINTON","Democrat",8501,19328
"NC","Richmond",37153,"DONALD TRUMP","Republican",10383,19328
"NC","Richmond",37153,"OTHER","Other",444,19328
"NC","Robeson",37155,"HILLARY CLINTON","Democrat",19016,40858
"NC","Robeson",37155,"DONALD TRUMP","Republican",20762,40858
"NC","Robeson",37155,"OTHER","Other",1080,40858
"NC","Rockingham",37157,"HILLARY CLINTON","Democrat",14228,42278
"NC","Rockingham",37157,"DONALD TRUMP","Republican",26830,42278
"NC","Rockingham",37157,"OTHER","Other",1220,42278
"NC","Rowan",37159,"HILLARY CLINTON","Democrat",19400,64369
"NC","Rowan",37159,"DONALD TRUMP","Republican",42810,64369
"NC","Rowan",37159,"OTHER","Other",2159,64369
"NC","Rutherford",37161,"HILLARY CLINTON","Democrat",7512,30307
"NC","Rutherford",37161,"DONALD TRUMP","Republican",21871,30307
"NC","Rutherford",37161,"OTHER","Other",924,30307
"NC","Sampson",37163,"HILLARY CLINTON","Democrat",10547,25928
"NC","Sampson",37163,"DONALD TRUMP","Republican",14838,25928
"NC","Sampson",37163,"OTHER","Other",543,25928
"NC","Scotland",37165,"HILLARY CLINTON","Democrat",7319,13928
"NC","Scotland",37165,"DONALD TRUMP","Republican",6256,13928
"NC","Scotland",37165,"OTHER","Other",353,13928
"NC","Stanly",37167,"HILLARY CLINTON","Democrat",7094,29917
"NC","Stanly",37167,"DONALD TRUMP","Republican",21964,29917
"NC","Stanly",37167,"OTHER","Other",859,29917
"NC","Stokes",37169,"HILLARY CLINTON","Democrat",4665,22550
"NC","Stokes",37169,"DONALD TRUMP","Republican",17116,22550
"NC","Stokes",37169,"OTHER","Other",769,22550
"NC","Surry",37171,"HILLARY CLINTON","Democrat",7488,32196
"NC","Surry",37171,"DONALD TRUMP","Republican",23671,32196
"NC","Surry",37171,"OTHER","Other",1037,32196
"NC","Swain",37173,"HILLARY CLINTON","Democrat",2196,6124
"NC","Swain",37173,"DONALD TRUMP","Republican",3565,6124
"NC","Swain",37173,"OTHER","Other",363,6124
"NC","Transylvania",37175,"HILLARY CLINTON","Democrat",6558,17869
"NC","Transylvania",37175,"DONALD TRUMP","Republican",10520,17869
"NC","Transylvania",37175,"OTHER","Other",791,17869
"NC","Tyrrell",37177,"HILLARY CLINTON","Democrat",720,1739
"NC","Tyrrell",37177,"DONALD TRUMP","Republican",975,1739
"NC","Tyrrell",37177,"OTHER","Other",44,1739
"NC","Union",37179,"HILLARY CLINTON","Democrat",34337,105710
"NC","Union",37179,"DONALD TRUMP","Republican",66707,105710
"NC","Union",37179,"OTHER","Other",4666,105710
"NC","Vance",37181,"HILLARY CLINTON","Democrat",12229,19977
"NC","Vance",37181,"DONALD TRUMP","Republican",7332,19977
"NC","Vance",37181,"OTHER","Other",416,19977
"NC","Wake",37183,"HILLARY CLINTON","Democrat",302736,527624
"NC","Wake",37183,"DONALD TRUMP","Republican",196082,527624
"NC","Wake",37183,"OTHER","Other",28806,527624
"NC","Warren",37185,"HILLARY CLINTON","Democrat",6413,9842
"NC","Warren",37185,"DONALD TRUMP","Republican",3214,9842
"NC","Warren",37185,"OTHER","Other",215,9842
"NC","Washington",37187,"HILLARY CLINTON","Democrat",3510,6165
"NC","Washington",37187,"DONALD TRUMP","Republican",2564,6165
"NC","Washington",37187,"OTHER","Other",91,6165
"NC","Watauga",37189,"HILLARY CLINTON","Democrat",14138,29985
"NC","Watauga",37189,"DONALD TRUMP","Republican",13697,29985
"NC","Watauga",37189,"OTHER","Other",2150,29985
"NC","Wayne",37191,"HILLARY CLINTON","Democrat",21770,50689
"NC","Wayne",37191,"DONALD TRUMP","Republican",27540,50689
"NC","Wayne",37191,"OTHER","Other",1379,50689
"NC","Wilkes",37193,"HILLARY CLINTON","Democrat",6638,31296
"NC","Wilkes",37193,"DONALD TRUMP","Republican",23752,31296
"NC","Wilkes",37193,"OTHER","Other",906,31296
"NC","Wilson",37195,"HILLARY CLINTON","Democrat",19663,38135
"NC","Wilson",37195,"DONALD TRUMP","Republican",17531,38135
"NC","Wilson",37195,"OTHER","Other",941,38135
"NC","Yadkin",37197,"HILLARY CLINTON","Democrat",3160,17624
"NC","Yadkin",37197,"DONALD TRUMP","Republican",13880,17624
"NC","Yadkin",37197,"OTHER","Other",584,17624
"NC","Yancey",37199,"HILLARY CLINTON","Democrat",3196,9960
"NC","Yancey",37199,"DONALD TRUMP","Republican",6385,9960
"NC","Yancey",37199,"OTHER","Other",379,9960
"ND","Adams",38001,"HILLARY CLINTON","Democrat",216,1218
"ND","Adams",38001,"DONALD TRUMP","Republican",909,1218
"ND","Adams",38001,"OTHER","Other",93,1218
"ND","Barnes",38003,"HILLARY CLINTON","Democrat",1597,5344
"ND","Barnes",38003,"DONALD TRUMP","Republican",3160,5344
"ND","Barnes",38003,"OTHER","Other",587,5344
"ND","Benson",38005,"HILLARY CLINTON","Democrat",842,2011
"ND","Benson",38005,"DONALD TRUMP","Republican",929,2011
"ND","Benson",38005,"OTHER","Other",240,2011
"ND","Billings",38007,"HILLARY CLINTON","Democrat",59,605
"ND","Billings",38007,"DONALD TRUMP","Republican",495,605
"ND","Billings",38007,"OTHER","Other",51,605
"ND","Bottineau",38009,"HILLARY CLINTON","Democrat",736,3494
"ND","Bottineau",38009,"DONALD TRUMP","Republican",2494,3494
"ND","Bottineau",38009,"OTHER","Other",264,3494
"ND","Bowman",38011,"HILLARY CLINTON","Democrat",227,1787
"ND","Bowman",38011,"DONALD TRUMP","Republican",1446,1787
"ND","Bowman",38011,"OTHER","Other",114,1787
"ND","Burke",38013,"HILLARY CLINTON","Democrat",119,1052
"ND","Burke",38013,"DONALD TRUMP","Republican",895,1052
"ND","Burke",38013,"OTHER","Other",38,1052
"ND","Burleigh",38015,"HILLARY CLINTON","Democrat",10881,47979
"ND","Burleigh",38015,"DONALD TRUMP","Republican",32532,47979
"ND","Burleigh",38015,"OTHER","Other",4566,47979
"ND","Cass",38017,"HILLARY CLINTON","Democrat",31361,80821
"ND","Cass",38017,"DONALD TRUMP","Republican",39816,80821
"ND","Cass",38017,"OTHER","Other",9644,80821
"ND","Cavalier",38019,"HILLARY CLINTON","Democrat",476,2006
"ND","Cavalier",38019,"DONALD TRUMP","Republican",1357,2006
"ND","Cavalier",38019,"OTHER","Other",173,2006
"ND","Dickey",38021,"HILLARY CLINTON","Democrat",554,2407
"ND","Dickey",38021,"DONALD TRUMP","Republican",1667,2407
"ND","Dickey",38021,"OTHER","Other",186,2407
"ND","Divide",38023,"HILLARY CLINTON","Democrat",245,1219
"ND","Divide",38023,"DONALD TRUMP","Republican",867,1219
"ND","Divide",38023,"OTHER","Other",107,1219
"ND","Dunn",38025,"HILLARY CLINTON","Democrat",358,2243
"ND","Dunn",38025,"DONALD TRUMP","Republican",1771,2243
"ND","Dunn",38025,"OTHER","Other",114,2243
"ND","Eddy",38027,"HILLARY CLINTON","Democrat",355,1231
"ND","Eddy",38027,"DONALD TRUMP","Republican",791,1231
"ND","Eddy",38027,"OTHER","Other",85,1231
"ND","Emmons",38029,"HILLARY CLINTON","Democrat",215,1981
"ND","Emmons",38029,"DONALD TRUMP","Republican",1677,1981
"ND","Emmons",38029,"OTHER","Other",89,1981
"ND","Foster",38031,"HILLARY CLINTON","Democrat",347,1719
"ND","Foster",38031,"DONALD TRUMP","Republican",1241,1719
"ND","Foster",38031,"OTHER","Other",131,1719
"ND","Golden Valley",38033,"HILLARY CLINTON","Democrat",99,957
"ND","Golden Valley",38033,"DONALD TRUMP","Republican",796,957
"ND","Golden Valley",38033,"OTHER","Other",62,957
"ND","Grand Forks",38035,"HILLARY CLINTON","Democrat",10851,30365
"ND","Grand Forks",38035,"DONALD TRUMP","Republican",16340,30365
"ND","Grand Forks",38035,"OTHER","Other",3174,30365
"ND","Grant",38037,"HILLARY CLINTON","Democrat",185,1381
"ND","Grant",38037,"DONALD TRUMP","Republican",1108,1381
"ND","Grant",38037,"OTHER","Other",88,1381
"ND","Griggs",38039,"HILLARY CLINTON","Democrat",298,1265
"ND","Griggs",38039,"DONALD TRUMP","Republican",847,1265
"ND","Griggs",38039,"OTHER","Other",120,1265
"ND","Hettinger",38041,"HILLARY CLINTON","Democrat",168,1296
"ND","Hettinger",38041,"DONALD TRUMP","Republican",1050,1296
"ND","Hettinger",38041,"OTHER","Other",78,1296
"ND","Kidder",38043,"HILLARY CLINTON","Democrat",179,1376
"ND","Kidder",38043,"DONALD TRUMP","Republican",1111,1376
"ND","Kidder",38043,"OTHER","Other",86,1376
"ND","Lamoure",38045,"HILLARY CLINTON","Democrat",502,2151
"ND","Lamoure",38045,"DONALD TRUMP","Republican",1481,2151
"ND","Lamoure",38045,"OTHER","Other",168,2151
"ND","Logan",38047,"HILLARY CLINTON","Democrat",114,1067
"ND","Logan",38047,"DONALD TRUMP","Republican",888,1067
"ND","Logan",38047,"OTHER","Other",65,1067
"ND","Mchenry",38049,"HILLARY CLINTON","Democrat",490,2820
"ND","Mchenry",38049,"DONALD TRUMP","Republican",2050,2820
"ND","Mchenry",38049,"OTHER","Other",280,2820
"ND","Mcintosh",38051,"HILLARY CLINTON","Democrat",235,1446
"ND","Mcintosh",38051,"DONALD TRUMP","Republican",1100,1446
"ND","Mcintosh",38051,"OTHER","Other",111,1446
"ND","Mckenzie",38053,"HILLARY CLINTON","Democrat",698,4672
"ND","Mckenzie",38053,"DONALD TRUMP","Republican",3670,4672
"ND","Mckenzie",38053,"OTHER","Other",304,4672
"ND","Mclean",38055,"HILLARY CLINTON","Democrat",1081,5315
"ND","Mclean",38055,"DONALD TRUMP","Republican",3860,5315
"ND","Mclean",38055,"OTHER","Other",374,5315
"ND","Mercer",38057,"HILLARY CLINTON","Democrat",621,4682
"ND","Mercer",38057,"DONALD TRUMP","Republican",3759,4682
"ND","Mercer",38057,"OTHER","Other",302,4682
"ND","Morton",38059,"HILLARY CLINTON","Democrat",3080,15832
"ND","Morton",38059,"DONALD TRUMP","Republican",11336,15832
"ND","Morton",38059,"OTHER","Other",1416,15832
"ND","Mountrail",38061,"HILLARY CLINTON","Democrat",1220,4106
"ND","Mountrail",38061,"DONALD TRUMP","Republican",2582,4106
"ND","Mountrail",38061,"OTHER","Other",304,4106
"ND","Nelson",38063,"HILLARY CLINTON","Democrat",536,1717
"ND","Nelson",38063,"DONALD TRUMP","Republican",1025,1717
"ND","Nelson",38063,"OTHER","Other",156,1717
"ND","Oliver",38065,"HILLARY CLINTON","Democrat",119,1017
"ND","Oliver",38065,"DONALD TRUMP","Republican",830,1017
"ND","Oliver",38065,"OTHER","Other",68,1017
"ND","Pembina",38067,"HILLARY CLINTON","Democrat",681,3153
"ND","Pembina",38067,"DONALD TRUMP","Republican",2208,3153
"ND","Pembina",38067,"OTHER","Other",264,3153
"ND","Pierce",38069,"HILLARY CLINTON","Democrat",431,2071
"ND","Pierce",38069,"DONALD TRUMP","Republican",1437,2071
"ND","Pierce",38069,"OTHER","Other",203,2071
"ND","Ramsey",38071,"HILLARY CLINTON","Democrat",1505,5305
"ND","Ramsey",38071,"DONALD TRUMP","Republican",3217,5305
"ND","Ramsey",38071,"OTHER","Other",583,5305
"ND","Ransom",38073,"HILLARY CLINTON","Democrat",838,2359
"ND","Ransom",38073,"DONALD TRUMP","Republican",1210,2359
"ND","Ransom",38073,"OTHER","Other",311,2359
"ND","Renville",38075,"HILLARY CLINTON","Democrat",201,1293
"ND","Renville",38075,"DONALD TRUMP","Republican",993,1293
"ND","Renville",38075,"OTHER","Other",99,1293
"ND","Richland",38077,"HILLARY CLINTON","Democrat",2064,7592
"ND","Richland",38077,"DONALD TRUMP","Republican",4767,7592
"ND","Richland",38077,"OTHER","Other",761,7592
"ND","Rolette",38079,"HILLARY CLINTON","Democrat",2099,3755
"ND","Rolette",38079,"DONALD TRUMP","Republican",1217,3755
"ND","Rolette",38079,"OTHER","Other",439,3755
"ND","Sargent",38081,"HILLARY CLINTON","Democrat",694,1997
"ND","Sargent",38081,"DONALD TRUMP","Republican",1088,1997
"ND","Sargent",38081,"OTHER","Other",215,1997
"ND","Sheridan",38083,"HILLARY CLINTON","Democrat",95,787
"ND","Sheridan",38083,"DONALD TRUMP","Republican",650,787
"ND","Sheridan",38083,"OTHER","Other",42,787
"ND","Sioux",38085,"HILLARY CLINTON","Democrat",758,1232
"ND","Sioux",38085,"DONALD TRUMP","Republican",260,1232
"ND","Sioux",38085,"OTHER","Other",214,1232
"ND","Slope",38087,"HILLARY CLINTON","Democrat",43,430
"ND","Slope",38087,"DONALD TRUMP","Republican",362,430
"ND","Slope",38087,"OTHER","Other",25,430
"ND","Stark",38089,"HILLARY CLINTON","Democrat",1753,12322
"ND","Stark",38089,"DONALD TRUMP","Republican",9755,12322
"ND","Stark",38089,"OTHER","Other",814,12322
"ND","Steele",38091,"HILLARY CLINTON","Democrat",361,999
"ND","Steele",38091,"DONALD TRUMP","Republican",538,999
"ND","Steele",38091,"OTHER","Other",100,999
"ND","Stutsman",38093,"HILLARY CLINTON","Democrat",2498,10155
"ND","Stutsman",38093,"DONALD TRUMP","Republican",6718,10155
"ND","Stutsman",38093,"OTHER","Other",939,10155
"ND","Towner",38095,"HILLARY CLINTON","Democrat",305,1157
"ND","Towner",38095,"DONALD TRUMP","Republican",733,1157
"ND","Towner",38095,"OTHER","Other",119,1157
"ND","Traill",38097,"HILLARY CLINTON","Democrat",1241,3933
"ND","Traill",38097,"DONALD TRUMP","Republican",2265,3933
"ND","Traill",38097,"OTHER","Other",427,3933
"ND","Walsh",38099,"HILLARY CLINTON","Democrat",1167,4636
"ND","Walsh",38099,"DONALD TRUMP","Republican",2995,4636
"ND","Walsh",38099,"OTHER","Other",474,4636
"ND","Ward",38101,"HILLARY CLINTON","Democrat",5806,27412
"ND","Ward",38101,"DONALD TRUMP","Republican",18636,27412
"ND","Ward",38101,"OTHER","Other",2970,27412
"ND","Wells",38103,"HILLARY CLINTON","Democrat",419,2383
"ND","Wells",38103,"DONALD TRUMP","Republican",1796,2383
"ND","Wells",38103,"OTHER","Other",168,2383
"ND","Williams",38105,"HILLARY CLINTON","Democrat",1735,12807
"ND","Williams",38105,"DONALD TRUMP","Republican",10069,12807
"ND","Williams",38105,"OTHER","Other",1003,12807
"OH","Adams",39001,"HILLARY CLINTON","Democrat",2326,11359
"OH","Adams",39001,"DONALD TRUMP","Republican",8659,11359
"OH","Adams",39001,"OTHER","Other",374,11359
"OH","Allen",39003,"HILLARY CLINTON","Democrat",13294,45894
"OH","Allen",39003,"DONALD TRUMP","Republican",30487,45894
"OH","Allen",39003,"OTHER","Other",2113,45894
"OH","Ashland",39005,"HILLARY CLINTON","Democrat",5740,24590
"OH","Ashland",39005,"DONALD TRUMP","Republican",17493,24590
"OH","Ashland",39005,"OTHER","Other",1357,24590
"OH","Ashtabula",39007,"HILLARY CLINTON","Democrat",15577,40867
"OH","Ashtabula",39007,"DONALD TRUMP","Republican",23318,40867
"OH","Ashtabula",39007,"OTHER","Other",1972,40867
"OH","Athens",39009,"HILLARY CLINTON","Democrat",16370,29443
"OH","Athens",39009,"DONALD TRUMP","Republican",11354,29443
"OH","Athens",39009,"OTHER","Other",1719,29443
"OH","Auglaize",39011,"HILLARY CLINTON","Democrat",3980,23627
"OH","Auglaize",39011,"DONALD TRUMP","Republican",18658,23627
"OH","Auglaize",39011,"OTHER","Other",989,23627
"OH","Belmont",39013,"HILLARY CLINTON","Democrat",8785,31122
"OH","Belmont",39013,"DONALD TRUMP","Republican",21108,31122
"OH","Belmont",39013,"OTHER","Other",1229,31122
"OH","Brown",39015,"HILLARY CLINTON","Democrat",4353,19607
"OH","Brown",39015,"DONALD TRUMP","Republican",14573,19607
"OH","Brown",39015,"OTHER","Other",681,19607
"OH","Butler",39017,"HILLARY CLINTON","Democrat",58642,173839
"OH","Butler",39017,"DONALD TRUMP","Republican",106976,173839
"OH","Butler",39017,"OTHER","Other",8221,173839
"OH","Carroll",39019,"HILLARY CLINTON","Democrat",3154,13074
"OH","Carroll",39019,"DONALD TRUMP","Republican",9254,13074
"OH","Carroll",39019,"OTHER","Other",666,13074
"OH","Champaign",39021,"HILLARY CLINTON","Democrat",4594,18104
"OH","Champaign",39021,"DONALD TRUMP","Republican",12631,18104
"OH","Champaign",39021,"OTHER","Other",879,18104
"OH","Clark",39023,"HILLARY CLINTON","Democrat",23328,61429
"OH","Clark",39023,"DONALD TRUMP","Republican",35205,61429
"OH","Clark",39023,"OTHER","Other",2896,61429
"OH","Clermont",39025,"HILLARY CLINTON","Democrat",26715,99121
"OH","Clermont",39025,"DONALD TRUMP","Republican",67518,99121
"OH","Clermont",39025,"OTHER","Other",4888,99121
"OH","Clinton",39027,"HILLARY CLINTON","Democrat",4066,18675
"OH","Clinton",39027,"DONALD TRUMP","Republican",13838,18675
"OH","Clinton",39027,"OTHER","Other",771,18675
"OH","Columbiana",39029,"HILLARY CLINTON","Democrat",12432,46201
"OH","Columbiana",39029,"DONALD TRUMP","Republican",31676,46201
"OH","Columbiana",39029,"OTHER","Other",2093,46201
"OH","Coshocton",39031,"HILLARY CLINTON","Democrat",4013,15552
"OH","Coshocton",39031,"DONALD TRUMP","Republican",10785,15552
"OH","Coshocton",39031,"OTHER","Other",754,15552
"OH","Crawford",39033,"HILLARY CLINTON","Democrat",4625,19237
"OH","Crawford",39033,"DONALD TRUMP","Republican",13611,19237
"OH","Crawford",39033,"OTHER","Other",1001,19237
"OH","Cuyahoga",39035,"HILLARY CLINTON","Democrat",398271,603822
"OH","Cuyahoga",39035,"DONALD TRUMP","Republican",184211,603822
"OH","Cuyahoga",39035,"OTHER","Other",21340,603822
"OH","Darke",39037,"HILLARY CLINTON","Democrat",4470,25484
"OH","Darke",39037,"DONALD TRUMP","Republican",20012,25484
"OH","Darke",39037,"OTHER","Other",1002,25484
"OH","Defiance",39039,"HILLARY CLINTON","Democrat",5368,18192
"OH","Defiance",39039,"DONALD TRUMP","Republican",11688,18192
"OH","Defiance",39039,"OTHER","Other",1136,18192
"OH","Delaware",39041,"HILLARY CLINTON","Democrat",40872,103860
"OH","Delaware",39041,"DONALD TRUMP","Republican",57568,103860
"OH","Delaware",39041,"OTHER","Other",5420,103860
"OH","Erie",39043,"HILLARY CLINTON","Democrat",16057,37578
"OH","Erie",39043,"DONALD TRUMP","Republican",19648,37578
"OH","Erie",39043,"OTHER","Other",1873,37578
"OH","Fairfield",39045,"HILLARY CLINTON","Democrat",24881,72913
"OH","Fairfield",39045,"DONALD TRUMP","Republican",44314,72913
"OH","Fairfield",39045,"OTHER","Other",3718,72913
"OH","Fayette",39047,"HILLARY CLINTON","Democrat",2739,11162
"OH","Fayette",39047,"DONALD TRUMP","Republican",7995,11162
"OH","Fayette",39047,"OTHER","Other",428,11162
"OH","Franklin",39049,"HILLARY CLINTON","Democrat",351198,581140
"OH","Franklin",39049,"DONALD TRUMP","Republican",199331,581140
"OH","Franklin",39049,"OTHER","Other",30611,581140
"OH","Fulton",39051,"HILLARY CLINTON","Democrat",6069,21225
